# DATE-BEG = 2012-05-13T20:56:15
# DATE-END = 2019-07-05T11:18:17
# DOI = 10.17909/g37r-1r51
# HLSPID = BOOCATS
# HLSPNAME = HST Photometry and Astrometry of the Bootes I Ultrafaint Dwarf Galaxy
# HLSPLEAD = Carrie Filion
# HLSPVER = 1.0
#HLSPTARG = Bootes I
#PROPOSID = 15317, 12549# DOI = 10.17909/g37r-1r51
# OBSERVAT = HST
# INSTRUME = F606W, F814W
# RADESYS = ICRS
# TIMESYS = UTC
# LICENSE = ‘CC BY 4.0’
# LICENURL = https://creativecommons.org/licenses/by/4.0/
###################################
# CATALOG DESCRIPTION:
# column name, unit, description
# ID - number, astrometric catalog ID
# pmx - mas/yr, weighted proper motion in X
# pmy - mas/yr, weighted proper motion in Y
# err_pmx - mas/yr, error of the weighted proper motion in X
# err_pmy - mas/yr, error of the weighted proper motion in Y
# m_astrom - mag, proxy stellar magnitude
# n1 - number, number of first-epoch datapoints
# n2 - number, number of second-epoch datapoints
# n_del - number, number of deleted datapoints
# max_res - pix, largest residual in either proper-motion fit
# X - pix, X-coordinate in ACS/WFC pixels aligned with RA
# Y - pix, y-coordinate in ACS/WFC pixels aligned with Dec
# RA - decimal deg, right ascension (J2000)
# DEC - decimal deg, declination (J2000)
# pointing - number, Pointing/field center to which source belongs (1, 3, 5)
###################################
# Notes: direction of X-axis is opposite to R.A.
# Formally, our celestial coordinates are on epoch 2016.0.
# Each pointing is treated as an independent field on the sky.
###################################
ID,pmx,pmy,err_pmx,err_pmy,mag_astrom,n1,n2,n_del,max_res,X,Y,RA,DEC,pointing
1117049,-0.8,1.3,1.33,0.88,25.351,7,2,1,0.576,1413.08,2262.26,209.97124806,14.538536413,5
827071,-0.03,-0.27,0.12,0.08,23.928,5,10,0,0.05,2357.3,2269.61,209.979441312,14.548982872,5
593065,0.53,0.37,0.52,0.65,25.543,6,7,1,0.244,1312.54,2270.54,209.970479872,14.537348717,5
1106060,-0.65,0.47,0.71,0.72,25.57,4,7,0,0.232,768.4,2271.17,209.9658145,14.531288029,5
755069,5.62,-13.94,0.1,0.11,23.496,8,14,0,0.095,2257.05,2274.97,209.978641786,14.547822729,5
1493061,-0.05,-0.93,0.56,0.61,25.93,6,5,3,0.225,1887.19,2277.26,209.975491885,14.543687763,5
832071,-0.23,0.17,1.71,1.74,26.037,2,3,0,0.285,2537.22,2290.97,209.981231867,14.550807501,5
721067,0.03,0.29,0.5,0.61,25.801,4,7,0,0.207,3264.94,2291.82,209.987491899,14.558898476,5
1017052,-0.26,0.2,0.39,0.4,25.551,7,10,0,0.254,2680.5,2297.79,209.982540883,14.552345154,5
1160058,-0.28,0.2,0.32,0.46,25.183,6,10,0,0.154,3179.66,2298.08,209.9868313,14.557897466,5
1072052,-2.59,3.12,0.76,1.04,25.527,5,2,1,0.354,1102.19,2316.46,209.969201247,14.534626005,5
902070,-0.56,0.39,0.44,0.66,24.567,4,4,1,0.184,3945.92,2324.95,209.993721658,14.566200805,5
1557053,0.28,0.28,0.41,0.31,24.639,6,7,0,0.175,1408.94,2326.36,209.971949232,14.537957244,5
1422057,-0.04,-0.17,0.23,0.25,24.724,6,9,0,0.139,2838.44,2326.53,209.98422768,14.553863792,5
997070,-0.16,-1.62,1.99,1.45,25.974,5,8,0,0.696,999.06,2326.62,209.968432481,14.533393849,5
724067,9.59,5.97,0.67,2.4,26.018,3,2,1,0.55,3642.04,2326.73,209.991131923,14.562804417,5
1141056,-5.06,5.47,0.5,1.46,25.692,4,1,1,0.255,2060.67,2330.27,209.977590886,14.545177569,5
1239059,-0.13,0.24,0.68,1.67,25.789,2,3,3,0.225,3209.4,2331.79,209.987474128,14.557948148,5
1607061,-0.16,0.1,0.06,0.1,22.649,8,11,0,0.05,222.36,2333.92,209.96184698,14.524689511,5
896071,-0.19,-0.2,0.34,0.36,24.219,4,6,0,0.166,1162.49,2339.15,209.96997986,14.535108409,5
820071,4.68,6.28,0.41,1.08,24.591,5,1,0,0.351,3547.06,2340.66,209.990476189,14.561631711,5
791067,-0.06,-0.36,0.17,0.18,23.929,6,14,0,0.088,1309.99,2347.98,209.971347833,14.536676373,5
1625061,-0.61,0.13,0.36,0.45,25.214,8,9,0,0.242,151.57,2351.54,209.961441852,14.523755241,5
884066,7.84,-4.82,1.88,1.19,25.969,2,4,2,0.477,250.1,2351.71,209.962289792,14.524850261,5
874066,1.96,2.39,1.47,1.05,26.014,5,12,0,0.673,946.72,2359.8,209.968364355,14.532535513,5
911071,0.23,0.61,0.37,0.52,24.527,6,3,0,0.241,1119.75,2362.37,209.969879715,14.534439717,5
1567053,-0.86,1.09,0.38,0.73,24.983,7,6,0,0.375,1537.79,2364.55,209.973494548,14.539073739,5
1470061,-0.59,-1.51,2.2,1.33,26.063,2,5,0,0.385,3545.6,2365.2,209.990745915,14.561411475,5
1312063,0.12,-0.2,0.23,0.32,24.3,6,5,0,0.108,3319.32,2365.8,209.988809189,14.558888399,5
1337063,0.02,0.01,0.16,0.18,24.476,6,8,0,0.083,2667.76,2366.52,209.983221314,14.551631771,5
1045051,0.07,0.12,0.08,0.16,24.257,7,16,0,0.081,2610.26,2373.27,209.982805025,14.550935929,5
1278064,0.02,-1.04,1.27,0.76,25.761,2,5,0,0.288,2160.41,2381.83,209.979039995,14.54585872,5
1155050,0.73,1.96,0.88,0.83,25.47,6,9,0,0.412,2786.25,2381.92,209.984416035,14.552822333,5
629065,-1.4,-6.2,0.33,0.35,24.118,3,6,1,0.282,1240.96,2382.82,209.971155465,14.535618628,5
1371063,-0.43,0.34,0.28,0.34,25.084,6,7,0,0.153,2181.68,2386.42,209.979275428,14.546057359,5
1209049,0.22,1.46,0.25,0.25,24.33,8,7,0,0.144,759.53,2394.89,209.967160176,14.530160597,5
796069,0.19,1.98,0.6,0.6,24.814,6,4,0,0.328,2325.05,2399.75,209.980659975,14.547541767,5
1207056,1.34,2.34,0.65,2.25,26.11,3,5,4,0.448,1103.96,2404.22,209.970224979,14.533915922,5
1485053,0.32,0.07,0.09,0.2,22.768,7,11,1,0.102,3845.73,2407.89,209.99381441,14.564396189,5
1288062,-8.81,1.14,0.03,0.04,20.703,7,15,1,0.019,3209.78,2408.06,209.988354059,14.557318102,5
570068,-0.11,0.48,0.44,0.77,25.473,6,8,0,0.398,3704.36,2409.88,209.992623004,14.56280656,5
1201056,-0.15,0.29,0.17,0.14,24.401,7,10,0,0.084,1417.52,2416.63,209.973060235,14.537302246,5
1572053,0.67,0.1,0.34,0.38,18.515,8,12,4,0.433,2242.07,2427.27,209.980263612,14.546389561,5
1622053,0.12,-0.07,0.21,0.24,24.017,6,14,0,0.154,1230.36,2431.79,209.971627263,14.535093363,5
693072,-0.14,0.79,1.11,1.74,25.733,4,6,2,0.54,3003.4,2433.71,209.986876248,14.554808168,5
936071,-0.3,-0.04,0.21,0.15,23.332,6,10,1,0.08,1157.12,2440.09,209.971093707,14.534209339,5
1523053,-1.28,0.04,1.67,1.87,26.129,3,4,2,0.414,3679.97,2447.75,209.992848689,14.562220025,5
1343062,-0.35,0.66,0.43,0.91,25.941,7,9,0,0.367,2247.19,2456.54,209.980643971,14.54620316,5
1046051,0.11,0.13,0.13,0.15,23.4,7,11,0,0.099,3775.68,2458.61,209.993795559,14.563194975,5
1001070,-2.82,2.9,2.46,1.53,25.538,4,5,1,0.603,2710.02,2468.01,209.984750643,14.551258164,5
1405055,-1.61,3.36,1.21,0.74,26.3,5,3,0,0.463,2672.32,2472.66,209.984480435,14.550800054,5
1237056,-1.48,-0.17,0.99,0.83,25.919,5,6,0,0.314,1043.2,2475.91,209.970527284,14.5326438,5
1306062,0.04,0.13,0.23,0.18,22.921,6,12,2,0.124,3620.17,2475.99,209.992659759,14.561319829,5
624065,0.08,0.39,0.43,0.72,24.582,7,1,1,0.186,2841.77,2476.11,209.985975508,14.552656937,5
1176060,0.09,0.07,0.11,0.13,23.569,7,13,0,0.087,1343.43,2482.57,209.973181838,14.535929378,5
843069,3.42,-0.02,0.84,1.41,25.099,5,1,0,0.525,1646.55,2483.36,209.975793917,14.539296083,5
1505055,0.2,2.4,0.78,1.83,25.853,2,5,3,0.311,533.63,2492.43,209.96634147,14.52683552,5
589068,0.74,1.05,0.5,0.45,25.343,5,2,0,0.282,3604.18,2495.79,209.992749893,14.560977331,5
1415054,-0.71,2.53,0.68,2.16,26.398,2,5,1,0.501,2591.08,2498.9,209.984084211,14.549677722,5
694072,0.69,-1.6,0.9,1.23,25.477,3,6,0,0.547,3941.77,2502.38,209.995725266,14.564679045,5
1268056,0.27,0.83,0.48,0.35,25.188,5,12,0,0.182,692.95,2511.93,209.967933623,14.528446433,5
1435062,2.6,8.67,1.53,2.42,26.2,2,3,1,0.363,794.52,2513.39,209.968822516,14.529564744,5
1523054,-0.02,0.25,0.18,0.27,24.11,5,11,1,0.191,253.33,2515.74,209.964202554,14.523522334,5
1487055,0.38,0.92,1.23,1.28,25.91,2,5,1,0.316,1155.3,2518.28,209.971976718,14.533538928,5
1600057,-0.68,2.49,1.02,1.36,25.427,3,5,0,0.279,1160.49,2522.76,209.972072853,14.533559428,5
955066,-0.2,-0.18,0.3,0.31,24.766,5,13,0,0.153,251.46,2523.2,209.964272223,14.523439637,5
1228056,-1.22,-0.98,0.3,0.59,25.548,4,5,0,0.174,1860.63,2523.38,209.9780924,14.541345737,5
1320064,0.0,0.21,0.14,0.13,23.484,8,15,0,0.11,2859.78,2526.12,209.986704787,14.552441532,5
804069,0.49,-0.41,0.2,0.23,24.918,8,9,0,0.161,3818.78,2529.55,209.994981223,14.563084519,5
1629061,-0.7,-0.14,0.81,0.69,25.599,3,8,1,0.239,2235.95,2531.56,209.981409586,14.545454302,5
1369064,1.58,2.1,1.19,1.42,26.061,3,5,2,0.441,1708.18,2547.91,209.977065146,14.539445162,5
604068,0.13,0.37,0.17,0.21,24.685,7,12,0,0.165,3490.07,2552.44,209.992420721,14.559236361,5
1160060,1.87,2.02,1.15,0.99,26.292,3,7,0,0.463,2716.07,2557.5,209.985831242,14.550581316,5
1402062,-0.16,0.54,0.21,0.38,24.971,8,8,1,0.143,1940.28,2558.81,209.979183609,14.541937376,5
1489063,0.68,-0.78,1.43,1.87,26.239,2,8,1,0.347,1113.54,2558.95,209.972085506,14.532736051,5
1206056,-5.35,4.46,1.11,1.84,25.982,3,4,2,0.535,3183.92,2562.3,209.989904624,14.555747665,5
1172052,-0.23,-0.35,0.34,0.43,25.361,6,5,0,0.174,914.63,2562.45,209.970417702,14.530493272,5
1097051,3.08,5.23,0.91,1.81,26.047,2,6,1,0.382,3581.62,2564.03,209.993340274,14.560158821,5
1143051,0.02,0.03,0.09,0.11,22.542,4,12,0,0.052,1790.46,2565.56,209.977974691,14.540214045,5
1010070,-0.3,-2.33,0.87,1.59,25.975,3,3,0,0.33,3794.24,2566.56,209.995195715,14.562503686,5
1283056,-0.05,0.03,0.06,0.11,22.601,6,9,0,0.063,1008.33,2574.48,209.971360585,14.531436085,5
948071,0.16,0.07,0.22,0.29,24.601,8,9,0,0.165,2446.36,2576.68,209.983735242,14.547420671,5
1701053,-13.7,-4.07,0.05,0.08,21.96,7,11,1,0.079,1271.12,2580.05,209.973681308,14.534314278,5
889066,0.22,-0.02,0.08,0.11,23.476,6,14,0,0.073,3027.41,2582.53,209.98879283,14.553837754,5
1285050,1.04,2.33,1.15,0.85,26.203,2,3,1,0.184,1784.16,2592.53,209.978230436,14.53991965,5
1647061,-0.06,0.12,0.15,0.12,23.342,5,14,0,0.071,2615.4,2600.11,209.985456278,14.549106813,5
642065,0.19,-1.5,0.4,0.85,25.672,5,2,1,0.322,3354.53,2605.28,209.991863983,14.557288702,5
1342064,-1.85,1.42,0.58,1.23,26.495,3,6,0,0.471,3347.36,2605.91,209.991809683,14.557203583,5
1311056,-0.51,-0.04,0.72,0.49,25.823,4,5,0,0.249,721.58,2611.69,209.969325867,14.527935619,5
1080070,2.14,0.68,0.81,0.98,25.09,4,5,2,0.271,2179.82,2612.5,209.981857879,14.544156646,5
1257049,-5.9,5.61,1.13,1.8,25.452,3,2,2,0.446,2241.99,2623.42,209.982517269,14.544757724,5
657065,-1.33,0.54,1.0,1.51,25.558,4,7,0,0.517,3107.26,2623.79,209.989952821,14.554383175,5
703065,0.07,0.04,0.12,0.12,23.753,7,13,0,0.092,1391.62,2635.99,209.975358862,14.535189932,5
1036071,0.15,0.12,0.18,0.16,24.564,6,10,0,0.109,371.71,2641.64,209.966665898,14.523792874,5
972071,0.06,-3.31,2.19,1.92,25.823,4,9,1,0.619,2239.29,2642.45,209.982712687,14.54456936,5
695068,1.04,-9.65,1.13,2.0,25.863,4,6,4,0.59,75.83,2645.86,209.964173953,14.520465035,5
1221049,-1.29,0.06,1.38,1.28,25.655,2,4,0,0.262,3681.89,2652.76,209.995221465,14.560536583,5
916069,-0.06,0.43,0.18,0.3,24.61,7,7,0,0.159,1012.27,2653.7,209.972304881,14.530821202,5
1278049,1.7,0.74,1.88,1.81,25.787,2,9,0,0.519,1965.46,2658.23,209.980542459,14.541390954,5
836067,-2.08,4.13,1.83,1.96,26.268,3,4,1,0.722,3631.11,2660.28,209.994871749,14.559908924,5
857069,0.19,0.35,0.6,1.16,25.49,5,1,0,0.346,3134.86,2665.75,209.990672188,14.554341414,5
1239049,-0.02,-0.25,0.19,0.27,23.99,8,9,0,0.124,3260.83,2673.61,209.991844548,14.555677818,5
1480054,-0.43,-0.3,0.25,0.27,24.834,7,11,0,0.125,3047.23,2678.72,209.990068631,14.553258411,5
1285056,-0.32,-0.81,1.36,1.38,26.288,2,12,0,0.37,2281.42,2680.94,209.983516951,14.54471816,5
1553055,0.5,1.11,0.09,0.07,22.683,8,13,0,0.073,1996.79,2686.52,209.981136645,14.541504337,5
845067,-0.14,-0.03,0.24,0.25,24.595,6,10,0,0.115,3627.71,2690.8,209.995193211,14.559617381,5
1028071,-0.18,1.01,0.84,1.94,25.304,6,1,1,0.538,1269.87,2700.31,209.975052576,14.533300419,5
998071,0.47,-0.1,0.39,0.26,25.167,6,4,0,0.218,2229.07,2701.8,209.983307086,14.543962028,5
1762053,-0.15,0.1,0.1,0.11,23.007,6,13,0,0.046,1656.05,2709.99,209.978480129,14.53751745,5
1529054,0.52,0.22,0.78,2.2,26.476,2,3,0,0.415,2458.71,2714.06,209.985420183,14.546415571,5
1547063,-4.11,0.76,0.13,0.14,22.812,7,7,0,0.084,2027.49,2715.43,209.981732546,14.541605492,5
1281050,-0.26,0.01,0.13,0.14,23.518,7,12,2,0.089,3511.77,2718.51,209.994515964,14.558096849,5
1243051,-2.74,5.61,1.13,0.82,25.478,4,4,2,0.372,768.96,2726.48,209.971051992,14.527508358,5
1676053,-0.39,-0.08,0.13,0.28,24.113,6,4,0,0.086,3866.83,2727.43,209.997668234,14.561973448,5
1313050,-0.29,-0.22,0.52,0.94,25.65,5,4,0,0.55,2975.65,2727.74,209.99001723,14.552054302,5
1170070,4.48,1.84,1.47,1.64,25.546,2,3,1,0.326,1113.01,2732.77,209.974078677,14.531284773,5
1182052,0.55,2.73,1.24,1.17,26.37,2,7,0,0.324,2720.53,2733.75,209.9878951,14.549165298,5
704068,0.32,-0.02,0.32,0.24,25.143,6,9,0,0.166,763.25,2737.23,209.97112649,14.527355363,5
965066,1.02,-0.53,0.48,0.6,25.738,6,7,0,0.25,2606.75,2738.81,209.98697605,14.547857039,5
1112070,0.59,1.11,0.13,0.16,23.094,7,6,0,0.087,3046.85,2743.11,209.990805413,14.552718753,5
1109070,1.49,-0.08,1.45,0.81,25.229,4,1,0,0.344,3083.0,2744.72,209.99113441,14.553107633,5
1597055,0.0,0.21,0.63,0.4,25.591,6,8,0,0.421,1510.92,2745.57,209.977642831,14.535606336,5
1529064,0.44,5.03,0.49,0.16,23.88,3,8,0,0.598,364.24,2750.38,209.967851516,14.522805702,5
1387056,0.17,4.86,0.2,0.25,23.916,3,5,0,0.229,366.89,2754.88,209.967925966,14.522797739,5
1195051,0.3,1.55,0.42,0.6,25.073,5,7,3,0.135,2466.15,2756.82,209.985975511,14.546142775,5
1568054,-1.35,0.3,0.7,0.87,25.832,4,4,2,0.223,2152.12,2760.13,209.983316601,14.542620765,5
694068,1.27,0.66,0.36,0.36,25.705,6,4,0,0.245,1509.38,2762.87,209.977828365,14.535445487,5
931069,-0.32,-0.29,0.56,0.84,25.526,5,6,0,0.357,1855.86,2773.61,209.980927289,14.539211766,5
1022066,0.62,0.75,1.37,1.68,26.206,5,6,1,0.834,1465.49,2774.07,209.977580056,14.534863857,5
1085071,0.74,0.51,1.0,0.7,25.761,5,11,0,0.402,368.56,2776.26,209.968185951,14.52263852,5
701065,2.77,0.66,0.56,1.07,25.3,4,2,0,0.299,3263.72,2777.44,209.993062625,14.554846501,5
1355049,0.13,0.16,0.53,0.88,25.666,6,9,0,0.504,1573.78,2780.69,209.978586114,14.536013868,5
1374058,0.04,0.03,0.12,0.2,23.859,8,14,0,0.126,3811.76,2782.93,209.997832975,14.560899211,5
1280060,-4.58,-1.51,0.17,0.21,18.311,8,12,4,0.305,2414.73,2783.01,209.985834909,14.545352841,5
906067,-1.6,2.27,1.8,1.33,26.288,4,5,0,0.522,2261.56,2785.96,209.98455332,14.543623758,5
1510064,0.24,0.61,0.2,0.15,24.705,8,12,0,0.113,1431.66,2790.69,209.977480711,14.534349229,5
915067,-0.07,-0.37,0.65,0.95,24.764,5,2,1,0.226,2032.5,2793.03,209.982667548,14.541015996,5
823072,1.19,0.18,0.81,0.57,25.335,6,2,0,0.523,2293.59,2793.67,209.984917086,14.543916075,5
940069,-0.19,0.23,0.44,0.44,25.167,6,8,0,0.272,1724.64,2794.59,209.980041378,14.53757714,5
951069,0.07,0.02,0.41,0.34,25.325,4,10,0,0.123,1301.95,2796.18,209.976429818,14.532860143,5
1518063,-2.21,1.13,0.51,1.63,25.769,2,4,4,0.23,3575.77,2799.81,209.996000008,14.558132872,5
1191052,-2.04,2.45,1.36,1.49,26.138,4,7,0,0.619,3509.99,2803.21,209.995473998,14.557372674,5
901069,3.43,1.15,1.07,0.92,25.371,6,2,0,0.387,3503.53,2803.96,209.995427164,14.557294496,5
1017071,-0.98,-1.62,2.06,0.87,26.138,2,10,0,0.479,3112.06,2809.63,209.992129977,14.552891191,5
1264060,-2.41,-5.54,0.11,0.11,22.637,5,6,1,0.049,3327.83,2811.65,209.994006465,14.555275365,5
1278060,-1.43,-0.2,1.28,1.72,26.223,2,4,0,0.354,2862.45,2815.27,209.990050902,14.550066634,5
905069,0.48,2.21,1.38,1.36,25.506,5,8,0,0.847,3526.82,2817.35,209.995781099,14.557442189,5
1599059,-0.13,-0.05,0.14,0.11,23.724,5,9,1,0.087,993.1,2830.41,209.974171057,14.529138426,5
1428056,-1.12,1.06,0.7,1.39,26.311,3,6,0,0.396,354.62,2832.78,209.968715764,14.522013483,5
1000066,2.32,1.09,1.61,0.87,26.405,2,6,0,0.374,2783.82,2833.88,209.989589438,14.549037014,5
964069,-0.06,-0.14,0.11,0.11,23.434,7,10,1,0.067,1346.54,2845.34,209.977377744,14.53294747,5
1607054,-0.11,-0.02,0.12,0.16,24.114,8,10,2,0.069,2387.19,2848.53,209.986351362,14.544501476,5
918069,3.61,4.04,1.69,1.83,25.991,2,3,0,0.278,3499.67,2851.03,209.995935034,14.556860149,5
1221070,0.1,-0.47,0.19,0.18,24.558,8,11,0,0.178,1114.61,2862.81,209.975586897,14.530221231,5
1556059,0.53,1.63,1.32,1.02,26.423,3,7,1,0.368,2451.86,2870.54,209.987159786,14.54503812,5
1084066,0.14,0.05,0.13,0.15,24.25,6,10,0,0.066,625.91,2870.7,209.971480959,14.524717223,5
1215051,-0.14,0.28,0.19,0.17,24.714,7,12,0,0.091,3304.11,2874.17,209.99452124,14.554491496,5
1820061,-0.09,0.56,0.16,0.17,24.413,7,11,0,0.148,3045.1,2876.91,209.992327995,14.551586607,5
1088071,1.11,0.93,0.38,0.88,25.974,4,2,0,0.206,1453.77,2879.14,209.978687055,14.533859733,5
1580063,-0.15,-0.01,0.13,0.19,24.319,8,12,1,0.108,3524.92,2881.09,209.996497354,14.556891137,5
1569059,-1.34,2.41,1.76,1.38,26.651,3,8,1,0.693,2174.75,2881.9,209.984910437,14.541859948,5
1028066,0.06,-0.56,1.07,0.93,26.199,3,3,0,0.224,2681.71,2885.09,209.989301044,14.5474748,5
1098066,-0.17,-0.6,0.19,0.3,24.962,6,3,0,0.108,216.82,2887.53,209.968161741,14.520024786,5
885072,0.14,-0.04,0.1,0.15,23.893,7,9,0,0.079,725.21,2895.0,209.972613019,14.525620183,5
1345060,0.44,1.87,1.03,0.9,26.449,4,9,4,0.384,2096.11,2897.0,209.984408578,14.54085938,5
1323052,0.65,1.19,0.57,0.47,25.228,4,10,0,0.212,1090.25,2901.06,209.975817183,14.529632071,5
1845061,0.05,0.06,0.03,0.05,21.794,8,14,1,0.032,3059.6,2901.39,209.992734,14.551544366,5
1618059,0.65,1.47,0.52,0.27,24.854,8,7,1,0.158,1471.25,2901.66,209.979095934,14.533866969,5
1930053,-0.66,-1.59,1.83,1.69,26.335,2,5,0,0.385,958.53,2905.5,209.974737192,14.528129382,5
907067,0.05,-0.02,0.16,0.2,24.012,8,14,0,0.146,3893.88,2906.34,209.999956708,14.560786654,5
718068,-0.21,0.62,0.4,0.47,25.911,7,5,0,0.234,1928.75,2911.34,209.983136171,14.53887759,5
934069,0.24,-0.38,1.43,0.72,25.292,3,4,1,0.332,3536.6,2917.17,209.997012313,14.556720866,5
1075071,0.16,2.14,2.0,1.66,25.64,3,5,4,0.492,2477.38,2918.5,209.987930145,14.544923261,5
1224070,0.06,-0.31,0.25,0.33,25.159,6,7,0,0.206,1773.24,2920.43,209.981904943,14.537071498,5
1318052,-0.13,0.44,0.17,0.14,24.533,7,13,0,0.083,1492.34,2922.05,209.979511309,14.533932129,5
1613063,-0.17,1.58,0.71,0.94,26.147,4,9,0,0.381,3198.02,2922.33,209.99416349,14.552910444,5
1017066,0.69,-0.26,0.67,0.62,25.607,4,8,0,0.286,3513.45,2924.52,209.996898,14.55640227,5
1094071,1.67,2.39,0.7,2.12,25.373,3,4,0,0.67,1957.28,2935.72,209.983661202,14.538992402,5
1737057,0.18,-0.26,0.39,0.48,24.772,6,7,0,0.201,3753.23,2937.57,209.999107582,14.558961893,5
1078066,2.02,2.13,1.07,0.92,25.901,4,6,1,0.406,1586.91,2938.12,209.980508316,14.534850837,5
1008067,-0.2,-0.17,0.08,0.2,24.134,8,11,0,0.121,831.58,2950.62,209.974165589,14.526341446,5
1769063,1.16,0.25,0.83,0.8,25.722,6,9,2,0.393,688.02,2959.53,209.973035302,14.524669718,5
705068,-0.15,-0.53,0.42,0.31,25.246,6,6,0,0.203,3525.35,2960.62,209.997415112,14.556234358,5
756068,0.03,0.07,0.12,0.09,23.533,5,13,0,0.062,884.76,2960.77,209.97473891,14.526848831,5
1784063,-0.17,-0.12,0.19,0.24,24.329,6,9,0,0.124,516.34,2965.27,209.971626965,14.522711429,5
1406052,-0.16,-0.07,0.17,0.25,24.679,7,14,0,0.134,266.67,2968.26,209.969517607,14.519908243,5
1456049,-0.44,0.96,0.69,0.84,25.851,4,10,0,0.32,1198.06,2971.29,209.977550195,14.530247896,5
1671062,0.89,0.68,0.77,0.53,25.222,5,8,0,0.311,771.85,2972.36,209.97390249,14.525496016,5
1999053,0.01,0.04,0.05,0.08,22.397,8,16,0,0.045,660.31,2972.49,209.972946223,14.524253713,5
1291052,0.19,-0.33,0.25,0.33,25.486,7,11,0,0.158,2783.53,2974.2,209.991199635,14.54786689,5
1735054,-0.46,0.63,0.28,0.6,25.085,6,7,0,0.192,1593.66,2974.3,209.980982022,14.5346252,5
1459050,-0.57,-0.35,0.46,0.46,25.667,4,8,0,0.142,2506.45,2975.29,209.988832472,14.544774412,5
1051069,2.44,-0.6,1.03,0.25,25.894,3,3,0,0.311,211.22,2980.44,209.96918131,14.519189823,5
1483049,-0.11,0.01,0.28,0.19,24.844,8,13,0,0.142,820.97,2981.03,209.974423997,14.52597051,5
1656054,-0.05,0.29,0.31,0.2,24.995,6,6,0,0.149,3028.22,2984.31,209.993417447,14.550505466,5
1008069,-0.05,-0.03,0.2,0.2,24.156,6,12,0,0.109,1647.66,2984.9,209.981567578,14.535137978,5
1563058,-1.69,0.76,0.05,0.05,21.508,8,14,2,0.032,1142.72,2989.97,209.977289712,14.52947665,5
1520056,-0.03,0.17,0.1,0.09,23.792,7,11,0,0.083,582.92,2996.39,209.972556315,14.523193732,5
1473058,-0.27,0.81,1.11,0.71,25.941,3,8,1,0.293,3642.38,3002.57,209.998902447,14.557187778,5
982069,-0.0,-0.03,0.1,0.09,23.502,7,14,0,0.06,2793.78,3004.3,209.99163354,14.547730445,5
1170071,1.32,0.42,0.64,0.83,25.952,5,9,0,0.308,490.26,3010.03,209.971917314,14.522049025,5
810065,-0.05,0.13,0.18,0.2,24.825,6,12,0,0.13,1121.01,3010.65,209.977340787,14.529063057,5
2055053,3.98,-0.19,1.56,1.92,26.238,2,6,1,0.366,313.03,3016.69,209.970472234,14.520021432,5
1204070,0.12,-0.27,0.37,0.41,25.083,8,2,0,0.197,3716.81,3019.33,209.999734311,14.557876617,5
763065,-0.09,0.15,0.04,0.06,22.853,6,11,0,0.039,3098.07,3021.29,209.994442364,14.55097525,5
1079071,1.25,-0.59,0.53,0.86,26.203,5,4,0,0.418,3724.02,3024.87,209.999860027,14.557910836,5
1404060,0.06,0.09,0.08,0.07,23.145,6,13,1,0.041,2525.69,3030.62,209.989633579,14.544528387,5
918072,0.03,-0.08,0.06,0.05,22.015,6,13,2,0.034,1003.66,3033.61,209.976597064,14.527566273,5
1515060,-0.09,0.12,0.07,0.07,23.5,7,10,0,0.075,663.26,3040.91,209.973757838,14.523717535,5
990067,0.76,1.6,1.37,0.9,26.001,4,4,2,0.433,2653.15,3041.1,209.990848774,14.545859627,5
1470050,0.17,0.93,0.81,0.48,25.975,5,9,0,0.282,3068.8,3042.51,209.99443495,14.550473204,5
1061066,-0.49,0.77,1.37,2.02,26.478,3,3,0,0.725,3455.88,3048.0,209.997822714,14.554734854,5
1696063,-1.42,0.14,0.37,0.49,25.45,6,6,0,0.439,3114.85,3048.71,209.994901742,14.550934079,5
1045066,10.98,6.51,1.95,0.93,25.867,3,2,0,0.455,3962.76,3052.36,210.002226523,14.560338757,5
794065,4.43,-1.31,0.69,1.15,25.176,5,1,2,0.427,2349.91,3052.47,209.988375049,14.54239075,5
988069,0.65,-3.09,2.18,1.9,25.748,3,5,0,0.544,3411.0,3058.32,209.997555676,14.554149507,5
1377060,-0.04,0.04,0.08,0.06,22.844,8,12,4,0.037,3535.93,3059.18,209.998638725,14.555532481,5
1023067,-0.05,0.34,0.77,1.26,26.198,3,5,0,0.405,1683.6,3060.49,209.98274498,14.534909369,5
1471050,-0.2,0.1,0.25,0.22,24.091,5,13,0,0.108,3347.4,3063.34,209.997067126,14.553399982,5
857065,1.28,0.86,1.49,2.02,25.495,3,4,3,0.333,262.43,3066.13,209.970605725,14.519047254,5
992067,-0.42,-1.83,0.16,1.03,26.139,4,2,0,0.388,2904.34,3066.14,209.99329393,14.548446644,5
1400049,-0.23,-0.26,1.17,1.05,26.087,2,5,0,0.246,3887.34,3066.93,210.00174624,14.559378496,5
1667064,-1.15,-0.61,2.36,1.09,26.28,2,3,1,0.337,1276.5,3067.4,209.979328317,14.53032162,5
1477050,-0.01,0.1,0.13,0.12,23.497,5,13,0,0.054,3253.57,3069.38,209.996330672,14.552305701,5
1695055,-0.16,-0.17,0.58,1.3,25.915,2,9,0,0.395,3175.93,3071.63,209.995689656,14.551422921,5
1058069,8.52,-0.61,0.61,1.92,25.706,2,3,4,0.376,1004.14,3071.95,209.97704172,14.527252865,5
